restaurant,Asian Cuisine,Dining Experience,Food Quality,Service Speed,Staff Friendliness,Value for Money,Western Cuisine,avg_rating,review_count,Asian Cuisine_text,Dining Experience_text,Food Quality_text,Service Speed_text,Staff Friendliness_text,Value for Money_text,Western Cuisine_text
Arthur's Bar & Grill,3.0,3.0,4.1169415,3.0,4.835805,4.136715,3.0,4.292035398230088,113,No specific mentions.,No specific mentions.,"Shangri-La Hotel, Kuala Lumpur,Very good burger here.the patty was so juicy and delectable. My mouth was pretty much watering all the way. Its very good","Shangri-La Hotel, Kuala Lumpur,""""Really disappointed that the festive drinks were not on offer. Despite it being the 23rd of December and there was a “Festive Cocktails & Mocktails” menu on the table,...","Shangri-La Hotel, Kuala Lumpur,Friendly and great service from the staffs. Excellent. Food were great and fantastic. Worth every penny to eat here.","Shangri-La Hotel, Kuala Lumpur,""""Every course is presented with a wow factor, and the food is exquisite. Definitely worth a visit, especially for a special occasion. Looking forward to my next visit.",No specific mentions.
Arthur’s Bar & Grill,3.0,3.0,4.662264,2.4509072,4.9696026,4.313658,3.0,4.088757396449704,169,No specific mentions.,"This place never failed me each time i come here..great enviroment with great smile frm the moment i entered the hotel to the moment i say goodbye...Great hospitaly by the J evening team..Jean,Hafiz,H...",Well what can I say that will do the evening we had justice. The experience we had topped off our whole trip to Kuala Lumpur. The staff were amazing and the food was out of this world the rib eye stea...,Arthurs bar is a must even if you are not stopping at the Shangri La. The atmosphere is great and the staff are amazing. Prices and food quality are exactly what you would expect for this type of gril...,"I went there with friends and found the female team is amazing there, they are Hani, Jan, Lisa and Cath. They are friendly, efficient, polite, professional and quick. I love this place when the first ...","If you’re looking for a great time, Arthur's bar is the place! Me and my girlfriends had a wonderful time in there. The service was attentive and friendly. food was excellent and good for value. Highl...",No specific mentions.
Aryan Restaurant,3.0,3.0,3.0,3.0,4.9602175,4.9703135,3.0,5.0,16,No specific mentions.,No specific mentions.,"Went here for dinner, was really good. The naan bread is the best. Jeera rice much better than elsewhere in KL. They do some tasty, spicy curries, every curry we got was really excellent and so is the...",No specific mentions.,Well spent weekend night at a best restaurant. Great atmosphere. Delicious food. Love it! Will definitely go again!,"I recently had a private reception for my wedding Sangeet at this restaurant. I am so glad that I chose Aryan as my venue"";"" it was such a breeze to communicate with Andrew and the team right from the...",No specific mentions.
Ashley's by Living Food,3.0,3.0,4.0158744,3.0,3.0,4.030331,3.0,3.85,60,No specific mentions.,No specific mentions.,Lovely; especially the sin free desserts. The chocolate tart and the apple crumble is a must have~ Oh! some of their dishes like the truffle omelette and eggs your way (scrambled) is ridiculously good...,"My server gave a terrible attitude upon ordering. Was awfully rude to me and my family. Dessert was okay, matcha latte was horrible, and we didn’t get our bananas in pyjamas order. Wont come again bec...","I had luch with my partner and ordered a quinoa and salmon dish that was surprisingly tasty,my matcha with almond milk was just perfect!The staff was very helpful accommodating my food intolerances an...","Lovely place, we were so glad we bothered to leave the centre of town to eat there!  Great selection of food and fresh juice, everything we had was delicious.  As vegetarians there was so much choice.",No specific mentions.
Astana Restaurant,3.0,3.0,3.0,2.4474986,4.9706407,4.498172,3.0,4.482758620689655,29,No specific mentions.,No specific mentions.,"Astana had some good reviews so we decided to try it before it closed for the night. It was yummy and enjoyed the atmosphere, decor and friendly service. Tried the fried mantug (like Chinese mantou), ...","The food was really good, and the price are really reasonable too, most of the dishes were great to share, not too overly seasoned, and preserved much of the meat and vege's original flavours which we...",Food is always fantastic and is the reason we love that place so much and keep coming back!!! Amazing service made that evening  much more marvellous than we expected it to be!,"I really like your naryn soup! Ayran is very nice, as well as compote, and your lamb shashlik is great as usual. Please introduce nice coffee and I will come more often.",No specific mentions.
Atlas Gourmet Market,3.0,3.0,4.087183,3.621699,4.9758015,4.7651525,3.0,4.28,25,No specific mentions.,No specific mentions.,"We are in the mood to try new things, so we decided to check this place. Love the ambience, love the ultimate pizza 😋 of which we can try different topping. The dessert just lovely, the beef tender an...",We have been buying food from Atlas for over a year and they never disappoint. we went there for our 10 year wedding anniversary and they really looked after us. I also ordered a special delivery for ...,"My friend, son and I had a wonderful time at this beautiful restaurant. The food,ambiance and hospitality were five star. Our hosts were Anwar and Helmie. Both young men know how to create an inviting...","Our go to place for excellent steaks and reasonably priced wines. You can order from their many outlets and enjoy the food on site or takeaway. Their staff are friendly, and knowledgeable.  Great ambi...",No specific mentions.
Atmosphere 360 Revolving Restaurant,3.0,4.3629856,3.2660143,2.0457637,4.8586507,3.9396834,3.0,3.525333333333333,750,No specific mentions.,My second visit was with my family last Saturday. All our request were fulfilled accordingly :)We had a lunch buffet which i think the time session is too short for one and half hours. Buffet varietie...,"To celebrate our 3 year anniversary my girlfriend and I booked a table. The staff are very friendly and attentive. The buffet was great with food for all taste buds, from currys to pasta, roast lamb t...",Ok so i was in kl for 7 days and wanted to do something special for my gf and wat better way then to take her to a 360 revolving restaurant so i booked my dinner in the restaurant. So wen we went ther...,My husband and I had supper last night at Atmosphere 360.  It was amazing. The food was amazing and the view was lovely.  The buff,"It’s a great experience to be on top! You get to see a wonderful view of Kuala Lumpur, including the Petronas Tower. The food is great, too! It’s a relaxing afternoon dining experience as well. We cho...",No specific mentions.
Aunty Christina's Sarawak Laksa,3.0,3.0,4.901669,3.0,3.0,4.0563197,3.0,4.172413793103448,29,No specific mentions.,No specific mentions.,Just finished my brunch here at 11.30am. Love love and love the kacangma @ rm15 no rice and sarawak laksa normal @ rm9. Kacangma is so addictive and the pounded ginger yummy! Laksa fragrant without th...,"We drove out early to have Aunty Christina's Sarawak Laksa and saw that there were a number customers there already having laksa for breakfast. We were served by Aunty Christina herself, who was sprig...",One of my friend who living in bangser 20 years took me here. It was really peak time but service was so efficient. On top of that laksa was superb. Ppl who prefer to have spicy will be very very deli...,"Oh my, I REALLY loved this place. Not only was my intro to Laksa a major home run, but the restaurant and service by Aunty Christina was just lovely. It is a little hike to get to from KL Sentral, but...",No specific mentions.
B-Lab,3.0,3.0,4.004448,3.0,4.977906,4.7099533,3.0,4.0,25,No specific mentions.,No specific mentions.,Had dinner here. Mushroom soup very very good. Had the spicy Hungarian pizza and the pancetta pizza - thin crust and very tasty. Pancetta mushroom bruschetta also good. 6 generous slices. We had 2 bot...,"I haven't been back to B Lab for a while, but as it always seemed crowded we gave it a go. The honey castella pudding was tasty - not overly sweet and a good dessert. However, the waiter came around l...",Nice food with great environment and friendly staff. Definitely will come here again! Have a very great lunch,Love the breads here! Seeded are always my fav! Coffee was good. Breakfast was tasty and reasonable. Easy to find parking spot.,No specific mentions.
BAAN 26,3.0,3.0,4.444639,2.5896955,4.954,4.542756,3.0,4.086614173228346,127,No specific mentions.,No specific mentions.,This is a lovely Thai restaurant in the middle of town and is one of the few restaurants in Changkat BB that opens for lunch. We had our year end office lunch here today and it couldn’t be more perfec...,I only here for group drinking on second floors. The staffs always came over and talking to me. They were nice and friendly. My wine was good. That's all I can comment about. After a lot of talk If I ...,My wife and I had dinner at Baan 26 on our first night in KL. We both love Thai cuisine and found this gem of a restaurant by accident while walking down Changkat. We had chicken wings for starters an...,"Staff were very nice and helpful. Curries were very tasty, really authentic Thai curry. Nice selection on menu and well priced! Tiger beer on tap also really enjoyable! Highly recommended!plenty of at...",No specific mentions.
